id,token0,token1,volumeUSD,createdAtTimestamp
0x0001fcbba8eb491c3ccfeddc5a5caba1a98c4c28,BCZ,WETH,0.1849193372604300017804758202164034,1626494775
0x0002e63328169d7feea121f1e32e4f620abf0352,wNXM,ICHI,0,1647291448
0x0003c9d75e102b8a9fe77280ca410e9135beb150,TRANCHE-bWBTC-A,USDT,2.66107,1664610419
0x000e0bbcfdba9490ee20b0a7900a4dff46317998,FORTH,WAMPL,0,1676380091
0x000ea4a83acefdd62b1b43e9ccc281f442651520,BUSD,WETH,4824267.279854521957089060042776617,1620289511
0x000f0c0b0b791e855dcc5ad6501c7529dea882e0,WETH,DOGGE,0,1623133218
0x0025ade782cc2b2415d1e841a8d52ff5dce33dfe,WETH,SIM,2027969.029439630766310853704217675,1622550974
0x002c0b78c8057636918b963cd26c07b7f2892bd8,WETH,CP,449.6232866667318800279087899561653,1644504734
0x00323a300261042dd5d697e3f92a06279cc7d15b,LTY,DOGY,0,1620355783
0x0041426a64a85ef884387dc3a69f9df1fbb7f9d1,WIVA,USDC,349.949999,1642771615
0x005843e075e77ba46a26d24914db10a4d9ca0122,WETH,FREEBRIT,50.38236592968574898322020214887573,1625477032
0x0059b4c53c85bb8159014bfd20700c14b29c4483,BCVT,USDT,422003.2929206367494891532886409989,1626114596
0x005b584315d7c47bb5fca504ac0d8df56aea40f9,USDT,STC,0.01000361224100359418350001249550434,1623316678
0x005cd18887579ed785fb3e5e2c9356c31b78f89e,wMEMO,MIM,0,1638511349
0x005e3dc62b7a269bef2a7d06e06cc0c991375c6f,MODE,WETH,5187.737877956972571153910386245936,1652150582
0x0068bb604413dfee5c453907bb150d0312a0f257,SXHC,WETH,54196.25506322825500947921991948906,1621923371
0x006ac24a1f49e472673c82327bdf177a5c11491b,WETH,FUDX,23.44517388687004155152597216622357,1625481989
0x0072adf9e6c1840804e56be890d78788600834b6,CGD,WETH,414.8546903562226701542909331222093,1661136759
0x00953df8289165834539f5fdbc2bf40fa1538840,WETH,MON,703.3359918083510755338132335066662,1642514195
0x009b5d59ff6d7b5140b76fd0d25396f8014d5bd0,DAI,VSDC,678.6669934666755891226251583167509,1628319476
0x00a151b39b43f6a79366f9129222b9370e30a702,BURNLY,WETH,89403.76997450945814518076822669615,1648585472
0x00a9205611cc32ec9c0d16fc58f31b9355ec7ade,EGG,USDT,14717.54770191793596980780593598731,1648517244
0x00a9897a285247d285adbe77d5584612f04735be,KNX,USDC,82408.669211,1640800656
0x00ae909d0405a4ae2b190af7c731711d0fc56bb7,USDC,wBOND,367173.478132,1636105223
0x00c23703d02565ec5536f58f8b586ec052195d08,RAI,NCR,0,1632497313
0x00c6a247a868dee7e84d16eba22d1ab903108a44,WAVAX,WETH,12061244.41516495935099242660637855,1640306084
0x00cc4f4fdce4207b37ea129251d1afb2cd45efcd,"<animateMotion dur=""2s"" repeatCount=""indefinite"" path=""m33.980756,21.474954c20.166597,-50.254797 99.179986,0 0,64.61331c-99.179986,-64.61331 -20.166597,-114.868107 0,-64.61331z""/>",&#x5C;(❤️.❤️),0,1622976971
0x00cef0386ed94d738c8f8a74e8bfd0376926d24c,BUSD,USDC,521915047.1607237145920522387135823,1621884053
0x00d336082e3f555dcfd3ef17bb2fafb5708a61e9,NUMM,USDC,132.084403,1656416613
0x00dbd02706a86e391ea30d53aa88f7df53a06b85,BNT,vBNT,0,1643935262
0x00e0e850070c1131e0004330b0a16172f78ffec9,PCS,USDT,0.219591,1670087471
0x00e145fc1111a085616eb1cb414226e192537148,BULL,WETH,40.15870456457269373995488375630136,1653244976
0x00eac8324053b72a43fbf65aeee36a9eb16258ac,WETH,RESQ,0,1623281416
0x00ef3b7e122853ba088a1833f7bd3b5ad3dd0d32,WETH,Yf-DAI,80435.21924154840132781008049599155,1620288862
0x00f59b15dc1fe2e16cde0678d2164fd5ff10e424,STC,WETH,14708190.64091330357227425069028558,1620247170
0x010064b4ecabf8de4389d6a4ec4deebb48a9c834,CCTS,IVY,0,1664802191
0x010d625a1de2297efc4e795bf34a2795e02252e3,DAMMO,WETH,3289.00595090628118790569009879146,1671166067
0x010e3607ee6d9f43a24efe589a9fec74bba101fd,HMB,HMB,0,1657965001
0x011e903da81919f1e143e6f651f7fe454571643b,WBTC,DAO9,2376.586501421368584946087589278502,1675813679
0x01252ed202959db517ab4e4871ad83e80b53805b,SS16,WETH,7665.146411885797194816244305840788,1633144744
0x01256f1f3e762ff963f77c68ef2fc56670bc32a0,LMKT,FXS,0,1661324308
0x012735b227545d1e9a690c3cfac935f2a5ec75c1,PinkB,WETH,254.9943384635705120239762388059916,1669920503
0x01274e84944b9923fefb73aac4371186d588e9ee,DIE,WETH,5500.324502441927454880590529697424,1666280999
0x012a47d45f077796282f22220d3844c4d72504aa,BTC2x-FLI,ETH2x-FLI,0,1622856832
0x013037f7e497beb2903e9b73603c6ae30648dbf0,SXHC,USDT,7887.422846954469677420463906026897,1620450826
0x013c34b1c9a364dd9f953ec024c71019dea01011,SLIME,WETH,46963.11397213372384521557194323186,1648440873
0x015769601d8d4879c0e193eeab31f10cf03c9ea9,USDC,MLP,85460203.830035,1650977830
